так	1282
может	1267
является	1252
можно	1244
более	1205
например	1188
образом	1153
языка	1122
случае	1117
могут	1110
также	1109
однако	1080
время	1036
слова	1017
слов	991
уже	964
типа	961
языке	960
есть	959
имеет	937
качестве	926
других	924
являются	922
где	921
как	883
русского	876
см	865
значение	854
наиболее	851
еще	840
поэтому	830
здесь	830
другой	829
позволяет	829
значения	816
анализ	815
анализа	814
данной	813
работы	808
достаточно	803
речи	802
часто	787
другие	780
часть	780
данных	770
выше	765
работе	764
основе	764
текста	757
следует	756
виде	754
слово	754
разных	753
используется	724
нет	723
частности	722
зрения	721
помощью	718
связи	716
обычно	715
точки	711
пример	710
системы	709
возможность	708
случаях	708
информации	705
всегда	701
очень	701
примеры	700
данного	699
русском	698
возможно	696
язык	695
части	691
менее	687
имеют	687
данном	687
исследования	681
текстов	668
следующие	661
речь	656
представляет	652
ср	651
необходимо	649
группы	641
времени	641
степени	641
различных	631
количество	631
описания	630
состоит	629
структуры	627
вопрос	625
описание	621
стороны	621
далее	621
the	621
диалог	619
др	618
место	615
ситуации	614
результате	613
значений	606
конференции	606
рамках	600
предложения	599
результаты	595
данные	594
работа	594
отличие	593
использование	592
труды	589
раз	586
соответственно	582
правило	579
модели	577
словами	577
ниже	574
наличие	568
области	568
используются	567
иметь	564
русский	560
целом	557
текст	557
второй	557
зависимости	554
проблемы	553
словарь	551
возможности	549
русской	548
тогда	548
формы	545
числе	542
тип	540
типов	538
рода	538
первый	534
выражения	532
число	531
практически	530
форме	530
случаев	529
введение	527
структура	527
список	526
очередь	525
чаще	525
существует	524
происходит	523
тексте	523
задачи	522
должны	521
использовать	520
примере	518
система	515
международной	515
хорошо	513
человек	512
разные	511
заключение	508
содержит	504
другими	501
действия	501
оказывается	498
единиц	497
должен	497
рассмотрим	497
ряд	495
внимание	494
данный	493
человека	493
информация	492
представляется	492
представления	492
особенности	491
вообще	491
употребления	484
соответствует	481
отношения	476
задача	476
мере	476
сделать	476
больше	475
конструкции	474
примеров	473
считать	472
системе	471
модель	470
существенно	470
роль	467
друг	466
набор	465
имеется	464
функции	463
корпуса	462
использования	461
следующим	459
информацию	459
идет	459
требует	458
типы	458
контексте	457
вполне	457
различные	456
особенно	456
представление	455
представлены	454
самым	454
технологии	453
свойства	449
собственно	448
скорее	448
множество	448
лингвистика	447
полностью	447
относятся	447
обработки	446
сказать	446
вопросы	445
результат	444
затем	443
отношение	443
дело	441
говорить	440
первом	439
language	437
очевидно	436
решения	436
значением	436
характеристики	435
единицы	434
много	434
процесс	433
семантических	432
числа	430
смысле	430
структуру	429
иногда	429
соответствии	429
основные	428
потому	428
дает	427
вида	426
определяется	425
характер	425
целью	424
элементов	424
почти	424
статье	423
выбор	423
исследований	423
форма	422
языков	421
глагола	421
большой	420
значении	420
семантика	420
словаря	419
подход	417
возникает	417
относится	417
семантической	416
нужно	416
семантические	416
должна	415
предложение	414
предложений	414
наука	413
построения	413
находится	411
внутри	411
одновременно	411
там	411
известно	410
текстах	409
сам	409
исследование	408
элементы	408
зависит	407
соответствующих	404
момент	404
смысл	403
представляют	403
процессе	402
связано	402
отсутствие	402
языки	402
факт	401
систем	400
другим	400
словаре	400
материале	400
естественно	399
случаи	399
ситуация	398
весьма	397
определения	397
настоящее	397
средства	397
ред	397
показывает	396
объект	396
отметить	395
проблема	394
отдельных	394
легко	394
понятие	394
наконец	394
первую	393
включает	393
употребление	392
реализации	392
уровне	391
основной	391
задач	390
встречаются	390
рис	390
пока	389
решение	389
связаны	389
связь	387
должно	386
результатов	385
таблица	385
первого	384
материала	384
структуре	383
семантики	383
класса	380
оценки	379
основных	379
непосредственно	377
основном	376
глаголов	376
поиска	376
видно	376
языках	375
правила	375
глагол	375
выражение	375
языковых	374
объекта	374
нельзя	374
лингвистике	374
иной	372
russian	371
говорящего	371
русских	371
вместе	370
статьи	370
поиск	369
конструкций	369
вид	368
группа	368
невозможно	367
предполагает	367
создания	366
определить	366
теперь	366
тексты	363
объектов	363
надо	363
довольно	361
найти	361
действительно	361
предложении	360
становится	360
самом	360
контекста	359
способ	359
сейчас	359
большинство	358
средств	358
примера	357
различия	357
корпус	356
означает	356
несколько	355
встречается	354
данная	354
групп	353
компьютерная	353
первой	353
словом	352
другого	352
корпусе	349
лет	349
степень	348
материал	348
получить	348
признаков	348
данным	348
press	347
этапе	347
существуют	347
следующих	346
определение	346
связанных	346
понятия	346
связанные	346
класс	345
важно	345
языковой	345
силу	344
говоря	344
высказывания	344
состав	342
иначе	342
соответствующие	341
linguistics	341
proceedings	341
стоит	340
касается	340
компонент	339
семантического	339
сравнению	338
примерах	338
форм	337
базе	336
выделить	336
входит	335
позволяют	335
виду	335
наоборот	334
синтаксических	333
вариант	333
общего	333
ранее	333
говорящий	333
анализе	330
лингвистических	329
теории	329
другом	329
позиции	329
сразу	329
приводит	328
действие	328
цель	327
вып	327
правил	326
общей	326
взгляд	326
использованием	325
отличается	325
возможных	325
синтаксической	325
итак	325
интеллектуальные	324
несмотря	324
новые	324
следующий	324
мира	324
конечно	323
втором	323
отношении	323
интерпретации	323
значительно	322
методы	322
отношений	322
варианты	321
данное	321
рассматривать	320
изменения	319
быть	318
новый	316
значит	316
роли	316
частей	315
составе	315
подобных	314
уровня	314
работах	313
представлена	313
множества	312
отметим	312
новых	311
international	310
компьютерной	310
указывает	310
день	309
ситуацию	309
термин	308
литература	308
остается	307
university	307
отношению	307
лексики	307
общем	306
свойств	306
кажется	306
знаний	305
отсутствует	305
самого	305
лексических	304
людей	304
базы	303
фрагмент	303
глаголы	303
семантический	302
общее	302
конкретных	302
заключается	300
второго	299
оценка	298
количества	298
вариантов	298
совершенно	298
составляет	297
смысла	297
использоваться	297
параметров	296
полученные	295
большей	295
дальнейшем	294
